term,pos,meaningZh,meaningEn,exampleEn,exampleZh,band
gorge,n./v.,峡谷；狼吞,to eat greedily,He gorged on food.,他狼吞食物。,8
gory,adj.,血腥的；残酷的,bloody,The gory scene shocked.,血腥场景令人震惊。,8
gouge,v.,凿；敲竹杠,to cut out,He gouged the eye.,他凿出了眼。,8
gourmand,n.,美食家；贪吃者,a lover of food,The gourmand savored.,美食家品尝了。,8
gourmet,n.,美食家；讲究饮食者,a connoisseur,The gourmet approved.,美食家认可了。,8
grab,v./n.,抓取；攫取,to seize,He grabbed the rope.,他抓住绳子。,8
grandiloquent,adj.,夸张的；浮夸的,pompous in speech,His grandiloquent style bored.,夸张的风格令人厌烦。,8
grandiose,adj.,宏大的；浮夸的,impressive but pretentious,The grandiose plan failed.,浮夸的计划失败了。,8
gravity,n.,重力；严重性,seriousness,The gravity worried.,严重性令人担忧。,8
gregarious,adj.,合群的；爱社交的,sociable,The gregarious boy mixed.,合群的男孩融入了。,8
gripe,v./n.,抱怨；肠绞痛,to complain,He griped all day.,他抱怨了一整天。,8
grisly,adj.,恐怖的；令人毛骨悚然的,ghastly,The grisly tale chilled.,恐怖的故事让人发冷。,8
grit,n./v.,勇气；磨,determination,She had grit.,她有勇气。,8
grotesque,adj.,怪诞的；丑陋的,distorted,The grotesque mask scared.,怪诞的面具吓人。,8
grouch,n./v.,抱怨者；发牢骚,a habitually complaining person,The grouch muttered.,爱抱怨者嘟囔着。,8
groundless,adj.,无根据的；无理由的,without basis,The fear was groundless.,恐惧无根据。,8
grouse,v./n.,抱怨；松鸡,to complain,He groused at work.,他抱怨工作。,8
grovel,v.,卑躬屈膝；趴,to crawl abjectly,He groveled for mercy.,他卑躬屈膝求饶。,8
grudge,n./v.,怨恨；怀恨,a persistent resentment,He bore a grudge.,他怀恨。,8
gruel,n.,稀粥；燕麦粥,a thin porridge,The gruel warmed.,稀粥暖了身。,8
grueling,adj.,折磨人的；繁重的,exhausting,The grueling march tired.,繁重的行军令人疲惫。,8
gruesome,adj.,可怕的；令人毛骨悚然的,horrible,The gruesome sight sickened.,可怕的景象令人作呕。,8
gruff,adj.,粗哑的；粗暴的,rough in manner,The gruff voice barked.,粗哑的声音吼叫。,8
grumble,v.,抱怨；发牢骚,to complain,He grumbled low.,他低声抱怨。,8
guffaw,n./v.,大笑；狂笑,a loud laugh,He guffawed at joke.,他对笑话狂笑。,8
guile,n.,狡诈；诡计,cunning,He used guile.,他用诡计。,8
guileless,adj.,单纯的；不狡诈的,innocent,The guileless child trusted.,单纯的孩子相信了。,8
guise,n.,伪装；外表,an outward appearance,He came in disguise guise.,他伪装前来。,8
gullible,adj.,易受骗的,easily deceived,The gullible fan believed.,易受骗的粉丝相信了。,8
gully,n./v.,冲沟；沟蚀,a ravine,The gully flooded.,冲沟淹了。,8
gumption,n.,胆量；进取心,initiative,He had gumption.,他有胆量。,8
gusto,n.,兴致；热忱,hearty enjoyment,He ate with gusto.,他兴致勃勃地吃。,8
gusty,adj.,阵阵狂风的；起风的,windy,The gusty day blew.,起风的日子刮着。,8
gyrate,v.,旋转；回旋,to revolve,The dancer gyrated.,舞者旋转了。,8
habituate,v.,使习惯于,to accustom,He habituated to noise.,他习惯了噪音。,8
hackneyed,adj.,陈腐的；老套的,overused,The hackneyed phrase bored.,陈腐的短语令人厌烦。,8
haggard,adj.,憔悴的；形容枯槁的,worn and tired,The haggard face paled.,憔悴的脸苍白了。,8
haggle,v.,讨价还价,to bargain,They haggled over price.,他们讨价还价。,8
halcyon,adj.,平静的；美好的,calm and happy,The halcyon days passed.,平静的日子过去了。,8
hale,adj.,健壮的；矍铄的,healthy,The hale elder walked.,健壮的长者散步了。,8
halfhearted,adj.,半心半意的；不热心的,lacking enthusiasm,The halfhearted try failed.,不热心的尝试失败了。,8
hamper,v./n.,妨碍；有盖篮,to hinder,The rain hampered us.,雨妨碍了我们。,8
haphazard,adj.,偶然的；无计划的,random,The haphazard plan failed.,无计划的计划失败了。,8
harangue,n./v.,长篇大论；训斥,a ranting speech,He harangued the crowd.,他向人群训话。,8
harass,v.,骚扰；折磨,to torment,They harassed him.,他们骚扰了他。,8
harbinger,n./v.,先驱；预告,a forerunner,The robin is a harbinger.,知更鸟是先驱。,8
harbor,v./n.,怀有；海港,to shelter,He harbored doubt.,他怀有疑虑。,8
hardy,adj.,强壮的；耐寒的,robust,The hardy plant survived.,强壮的植物活了下来。,8
harier,v.,使烦恼；骚扰,to harass,The noise harried him.,噪音烦扰了他。,8
harp,v.,反复说；弹竖琴,to dwell on,She harped on it.,她反复说它。,8
haught,v.,傲慢的；高傲的,arrogant,His haughty look offended.,他傲慢的样子冒犯了人。,8
haven,n.,避难所；港湾,a safe place,The harbor was haven.,港口是避难所。,8
havoc,n.,大破坏；浩劫,widespread destruction,The storm wreaked havoc.,风暴造成浩劫。,8
hazard,n./v.,危险；冒险,a risk,The hazard loomed.,危险迫近。,8
headlong,adj./adv.,莽撞的；头朝前地,reckless,He rushed headlong.,他莽撞地冲。,8
headstrong,adj.,任性的；倔强的,willful,The headstrong girl refused.,任性的女孩拒绝了。,8
heckle,v.,诘问；起哄,to interrupt hostilely,They heckled the speaker.,他们起哄演讲者。,8
hedonism,n.,享乐主义,pursuit of pleasure,His hedonism shocked.,他的享乐主义令人震惊。,8
hefty,adj.,强壮的；大量的,heavy,The hefty load weighed.,沉重的负载压着。,8
hegemony,n.,霸权；支配权,leadership,The hegemony shifted.,霸权转移了。,8
heinous,adj.,十恶不赦的；令人发指的,atrociously wicked,The heinous crime appalled.,令人发指的罪行令人惊骇。,8
herald,n./v.,先驱；宣布,a forerunner,The dawn heralded day.,黎明宣告白天。,8
herbivorous,adj.,食草的,plant-eating,The herbivorous deer grazed.,食草的鹿吃草。,8
hereditary,adj.,世袭的；遗传的,inherited,The hereditary title passed.,世袭头衔传下。,8
heresy,n.,异端；邪说,a contrary belief,The heresy was banned.,异端被禁。,8
hermetic,adj.,密封的；深奥的,airtight,The hermetic seal held.,密封保存住了。,8
hermit,n.,隐士；遁世者,a recluse,The hermit lived alone.,隐士独自生活。,8
heterodox,adj.,异端的；非正统的,unorthodox,His heterodox view clashed.,他非正统的观点冲突了。,8
hew,v.,砍；劈,to chop,He hewed the wood.,他砍了木头。,8
hiatus,n.,间歇；裂口,a gap,The hiatus ended.,间歇结束了。,8
hibiscus,n.,木槿；芙蓉,a tropical flower,The hibiscus bloomed.,木槿盛开了。,8
hidden,adj.,隐藏的；秘密的,concealed,The hidden truth emerged.,隐藏的真相显现了。,8
hie,v.,赶紧；疾走,to hasten,He hied to town.,他赶紧进城。,8
higgledy-piggledy,adj./adv.,杂乱的；乱七八糟,messy,The room was higgledy-piggledy.,房间乱七八糟。,8
highbrow,adj./n.,高品味的；知识分子,intellectual,The highbrow film puzzled.,高品味的电影令人困惑。,8
hike,n./v.,远足；提高,a long walk,They hiked the price.,他们提高了价格。,8
hilarious,adj.,欢闹的；滑稽的,extremely funny,The hilarious joke roared.,滑稽的笑话让人大笑。,8
hindrance,n.,障碍；妨碍,a block,The delay was a hindrance.,延误是障碍。,8
hinge,n./v.,铰链；取决于,a joint,The plan hinges on it.,计划取决于它。,8
hinterland,n.,腹地；内地,the remote area,The hinterland developed.,腹地发展了。,8
hirsute,adj.,多毛的；毛发蓬乱的,hairy,The hirsute man scared.,多毛的人吓人。,8
hoard,v./n.,贮藏；囤积,to amass,He hoarded coins.,他囤积硬币。,8
hoax,n./v.,骗局；恶作剧,a trick,The hoax fooled many.,骗局骗了很多人。,8
hoist,v./n.,升起；起重机,to raise,They hoisted the flag.,他们升起了旗。,8
holster,n./v.,手枪皮套；放入套,a gun case,He holstered the pistol.,他把枪放入套。,8
homage,n.,敬意； homage,respect,They paid homage.,他们致以敬意。,8
homeostasis,n.,体内平衡；稳态,steady state,The homeostasis held.,稳态维持了。,8
homicide,n.,杀人；杀人者,killing of a person,The homicide shocked.,杀人案令人震惊。,8
homily,n.,说教；布道,a sermon,The homily bored.,布道令人厌烦。,8
hone,v.,磨快；磨练,to sharpen,He honed the skill.,他磨练了技能。,8
hoodwink,v.,欺骗；蒙蔽,to deceive,They hoodwinked him.,他们欺骗了他。,8
horde,n.,大群；人群,a swarm,The horde advanced.,大群前进了。,8
horizon,n.,地平线；视野,the limit,The ship neared horizon.,船接近地平线。,8
hospitable,adj.,好客的；适宜的,welcoming,The hospitable host welcomed.,好客的主人欢迎了。,8
hostile,adj.,敌对的；有敌意的,unfriendly,The hostile crowd jeered.,敌意的人群嘲笑。,8
hubbub,n.,喧哗；嘈杂,loud confusion,The hubbub grew.,喧哗加剧了。,8
hubris,n.,狂妄；傲慢自大,excessive pride,His hubris ruined him.,狂妄毁了他。,8
hue,n.,色调；颜色,a color,The hue shifted.,色调变了。,8
hulk,n.,废船；庞然大物,a bulky object,The hulk rusted.,废船生锈了。,8
husband,v.,节俭使用；做丈夫,to manage economically,He husbanded resources.,他节约了资源。,8
hybrid,n./adj.,杂交种；混合的,a mixed breed,The hybrid plant grew.,杂交植物长了。,8
hydroelectric,adj.,水电的,of water power,The hydroelectric dam powered.,水电坝供电了。,8
hyperbole,n.,夸张,exaggeration,The hyperbole amused.,夸张令人发笑。,8
hyperlink,n.,超链接,a cross reference,The hyperlink opened.,超链接打开了。,8
hypnosis,n.,催眠；催眠状态,induced trance,The hypnosis relaxed.,催眠让人放松。,8
hypochondria,n.,疑病症；多疑,imagined illness,His hypochondria worried.,他的疑病症令人担忧。,8
hypocrisy,n.,伪善；虚伪,pretense of virtue,His hypocrisy appalled.,他的伪善令人惊骇。,8
hypotenuse,n.,斜边；弦,the longest side,The hypotenuse measured.,斜边被量了。,8
hypothermia,n.,体温过低；低体温,dangerously low body heat,The hypothermia threatened.,低体温构成威胁。,8
iconoclast,n.,反对崇拜者；打破传统者,one who attacks norms,He is an iconoclast.,他是打破传统者。,8
ideology,n.,意识形态；思想体系,a system of ideas,The ideology divided.,意识形态分裂了。,8
idiom,n.,习语；成语,a phrase,The idiom confused him.,习语让他困惑。,8
idiosyncrasy,n.,特性；怪癖,a peculiar trait,His idiosyncrasy amused.,他的怪癖逗人乐。,8
idolatry,n.,偶像崇拜；盲目崇拜,worship of idols,The idolatry ended.,偶像崇拜结束了。,8
ignite,v.,点燃；激起,to set on fire,He ignited the fuse.,他点燃了引线。,8
illicit,adj.,违法的；违禁的,unlawful,The illicit trade stopped.,非法贸易停止了。,8
illiterate,adj.,文盲的；无知的,unable to read,The illiterate man learned.,文盲者学习了。,8
illuminate,v.,照亮；阐明,to light up,The lamp illuminated room.,灯照亮了房间。,8
illusion,n.,幻觉；错觉,a false perception,The illusion faded.,幻觉消退了。,8
immaculate,adj.,无瑕疵的；洁净的,perfectly clean,The immaculate room shone.,洁净的房间发亮。,8
imminent,adj.,迫近的；即将发生的,about to happen,The danger was imminent.,危险迫近了。,8
immolate,v.,烧死；牺牲,to kill as sacrifice,They immolated the offering.,他们烧死了祭品。,8
immune,adj.,免疫的；豁免的,resistant,He is immune to cold.,他对冷免疫。,8
impair,v.,损害；削弱,to worsen,The noise impaired hearing.,噪音损害了听力。,8
impale,v.,刺穿；钉住,to pierce,The stake impaled it.,木桩刺穿了它。,8
impart,v.,给予；传授,to convey,She imparted wisdom.,她传授了智慧。,8
impasse,n.,僵局；死路,a deadlock,The talks reached impasse.,谈判陷入僵局。,8
impeach,v.,弹劾；控告,to charge officially,They impeached the judge.,他们弹劾了法官。,8
impecunious,adj.,贫穷的；没钱的,poor,The impecunious student worked.,贫穷的学生打工了。,8
impede,v.,阻碍；妨碍,to hinder,The snow impeded travel.,雪阻碍了出行。,8
impel,v.,推动；驱使,to drive forward,The need impelled him.,需要驱使他。,8
impend,v.,迫近；悬于,to be about to happen,The storm impended.,暴风雨迫近了。,8
imperative,adj./n.,必要的；命令,urgently necessary,It is imperative.,那是必要的。,8
imperceptible,adj.,觉察不到的；极细微的,not noticeable,The change was imperceptible.,变化觉察不到。,8
imperial,adj.,帝国的；威严的,of an empire,The imperial palace gleamed.,帝国宫殿闪闪发光。,8
imperious,adj.,专横的；傲慢的,domineering,Her imperious tone offended.,她专横的语气冒犯了。,8
impertinent,adj.,无礼的；不相干的,rude,His impertinent remark shocked.,他无礼的话令人震惊。,8
impervious,adj.,不可渗透的；不受影响的,not affected,He was impervious to cold.,他对冷不受影响。,8
impetuous,adj.,冲动的；鲁莽的,acting hastily,His impetuous act backfired.,他冲动的行为适得其反。,8
impiety,n.,不敬；不孝,lack of reverence,His impiety shocked.,他的不敬令人震惊。,8
impinge,v.,冲击；侵犯,to encroach,The light impinged eyes.,光刺激眼睛。,8
implacable,adj.,无法平息的；固执的,unyielding,His hatred was implacable.,他的仇恨无法平息。,8
implausible,adj.,难以置信的；似乎不合情理的,not believable,The story was implausible.,故事难以置信。,8
implement,n./v.,工具；实施,a tool,They implemented the plan.,他们实施了计划。,8
implicate,v.,牵连；暗示,to involve,The evidence implicated him.,证据牵连了他。,8
implicit,adj.,含蓄的；绝对的,implied,The trust was implicit.,信任是含蓄的。,8
implode,v.,内爆；剧减,to collapse inward,The bubble imploded.,泡沫内爆了。,8
implore,v.,恳求；乞求,to beg,She implored mercy.,她恳求怜悯。,8
impolite,adj.,不礼貌的；粗鲁的,rude,The impolite child left.,不礼貌的孩子离开了。,8
importune,v.,纠缠；强求,to beg persistently,He importuned for loan.,他纠缠着要借钱。,8
impose,v.,强加；征税,to force,They imposed a tax.,他们强加了税。,8
impoverish,v.,使贫穷；使贫瘠,to make poor,The war impoverished them.,战争使他们贫穷。,8
impregnable,adj.,攻不破的；坚固的,unconquerable,The impregnable fort held.,攻不破的堡垒守住了。,8
impromptu,adj./adv.,即兴的；即席的,without preparation,He spoke impromptu.,他即兴发言。,8
improper,adj.,不适当的；不正确的,not suitable,The improper use broke it.,不当使用弄坏了它。,8
improvident,adj.,浪费的；无远见的,lacking foresight,His improvident spending drained.,他无远见的花费耗尽了。,8
improvise,v.,即兴创作；临时凑成,to do without preparation,He improvised a song.,他即兴作了歌。,8
imprudent,adj.,轻率的；不慎重的,not prudent,His imprudent bet lost.,他轻率的赌注输了。,8
impudent,adj.,厚颜的；无礼的,shamelessly bold,His impudent reply stung.,他无礼的回答刺痛了。,8
impugn,v.,质疑；指责,to attack as false,They impugned his honor.,他们质疑他的名誉。,8
impuissant,adj.,无力的；虚弱的,powerless,The impuissant army fell.,无力的军队倒下了。,8
impulse,n.,冲动；脉冲,a sudden urge,He acted on impulse.,他凭冲动行事。,8
impute,v.,归罪于；归因于,to attribute,They imputed blame.,他们归罪于他。,8
inadvertent,adj.,疏忽的；无意的,unintentional,The inadvertent error slipped.,疏忽的错误溜过了。,8
inane,adj.,空洞的；愚蠢的,silly,The inane chatter annoyed.,空洞的闲聊惹恼了。,8
inanimate,adj.,无生命的；无精打采的,not alive,The inanimate doll lay.,无生命的娃娃躺着。,8
inarticulate,adj.,不善表达的；含糊不清的,unable to express,His inarticulate cry puzzled.,他含糊的叫喊令人困惑。,8
inaugurate,v.,开创；为…举行就职典礼,to begin officially,They inaugurated the bridge.,他们为桥举行了典礼。,8
incandescent,adj.,白热的；辉耀的,glowing,The incandescent bulb shone.,白热的灯泡发亮。,8
incantation,n.,咒语；符咒,a magic chant,The incantation echoed.,咒语回荡了。,8
incarnate,adj./v.,化身的；体现,embodied,He is evil incarnate.,他是邪恶的化身。,8
incessant,adj.,不断的；不停的,never stopping,The incessant rain soaked.,不停的雨湿透了。,8
inch,v.,缓慢移动；逼近,to move slowly,He inched forward.,他缓慢向前。,8
incidence,n.,发生率；影响范围,rate of occurrence,The incidence rose.,发生率上升了。,8
incinerate,v.,焚化；烧成灰,to burn to ashes,They incinerated waste.,他们焚化了废物。,8
incipient,adj.,初期的；开始的,beginning,The incipient fire spread.,初期的火蔓延了。,8
incise,v.,切割；雕刻,to cut into,He incised the stone.,他切割了石头。,8
incite,v.,煽动；激励,to stir up,He incited revolt.,他煽动叛乱。,8
inclination,n.,倾向；斜坡,a tendency,He had an inclination.,他有倾向。,8
incline,v./n.,倾斜；倾向于,to lean,He inclined his head.,他倾斜了头。,8
inclucate,v.,灌输；教诲,to instill,Teachers inculcate values.,教师灌输价值观。,8
incommodious,adj.,不方便的；狭窄的,inconvenient,The incommodious room cramped.,狭窄的房间拥挤。,8
incompatible,adj.,不相容的；矛盾的,unable to coexist,The views were incompatible.,观点矛盾。,8
incompetent,adj.,无能力的；不胜任的,not capable,The incompetent worker failed.,不胜任的工人失败了。,8
inconceivable,adj.,不可思议的；难于想象的,unthinkable,The loss was inconceivable.,损失难以想象。,8
incongruous,adj.,不协调的；不合宜的,out of place,The incongruous hat amused.,不协调的帽子逗人乐。,8
inconsequential,adj.,无关紧要的；微不足道的,unimportant,The inconsequential detail omitted.,无关紧要的细节略去了。,8
incorporate,v.,合并；包含,to include,They incorporated feedback.,他们纳入了反馈。,8
incorrigible,adj.,不可救药的；屡教不改的,unable to be reformed,The incorrigible liar lied.,屡教不改的骗子撒谎了。,8
incredulous,adj.,怀疑的；不轻信的,disbelieving,His incredulous stare doubted.,他怀疑的凝视表示怀疑。,8
increment,n.,增量；增加,a small increase,The increment helped.,增量有帮助。,8
incriminate,v.,控告；显示…有罪,to imply guilt,The evidence incriminated him.,证据显示他有罪。,8
incubate,v.,孵卵；酝酿,to hatch,The eggs incubated.,蛋孵化了。,8
incumbent,adj./n.,在职的；现任者,obligatory,The incumbent won.,现任者赢了。,8
incur,v.,招致；遭受,to bring upon oneself,He incurred debt.,他招致了债务。,8
indebted,adj.,负债的；感激的,owing gratitude,He was indebted to her.,他感激她。,8
indefatigable,adj.,不知疲倦的；不屈不挠的,tireless,The indefatigable worker toiled.,不知疲倦的工人苦干。,8
indelible,adj.,不可磨灭的；擦不掉的,permanent,The indelible mark stayed.,不可磨灭的痕迹留下了。,8
indemnify,v.,保障；赔偿,to compensate,They indemnified the loss.,他们赔偿了损失。,8
indent,v./n.,缩进；订货,to notch,He indented the line.,他缩进了行。,8
indict,v.,控告；起诉,to charge with crime,They indicted the CEO.,他们起诉了CEO。,8
indifferent,adj.,漠不关心的；一般的,unconcerned,She was indifferent.,她漠不关心。,8
indigenous,adj.,本土的；固有的,native,The indigenous tribe lived.,本土部落生活着。,8
indigent,adj.,贫穷的；贫困的,impoverished,The indigent begged.,贫困者乞讨。,8
indispensable,adj.,必不可少的；必需的,essential,The tool is indispensable.,工具必不可少。,8
indite,v.,撰写；作（诗）,to compose,He indited a poem.,他作了首诗。,8
indolent,adj.,懒惰的；懒散的,lazy,The indolent cat slept.,懒散的猫睡着了。,8
indomitable,adj.,不屈不挠的；不可征服的,unconquerable,Her indomitable will won.,她不屈的意志赢了。,8
indubitable,adj.,无疑的；明确的,certain,The indubitable proof convinced.,无疑的证据说服了。,8
induce,v.,引诱；引起,to persuade,The drug induced sleep.,药引起了睡意。,8
indulge,v.,纵容；沉溺,to gratify,She indulged the child.,她纵容了孩子。,8
industrious,adj.,勤勉的；勤奋的,hardworking,The industrious ant worked.,勤勉的蚂蚁工作。,8
ineffable,adj.,难以言喻的；不可言说的,too great to express,She felt ineffable joy.,她感到难以言喻的喜悦。,8
ineffaceable,adj.,不可磨灭的；难忘的,unable to be erased,The ineffaceable memory stayed.,难忘的记忆留下了。,8
inept,adj.,无能的；不适当的,incompetent,The inept attempt failed.,无能的尝试失败了。,8
inequity,n.,不公平；不公正,injustice,The inequity angered.,不公平令人愤怒。,8
inert,adj.,惰性的；无活动的,inactive,The inert gas stayed.,惰性气体不动。,8
inestimable,adj.,无法估量的；极宝贵的,too great to estimate,The inestimable value amazed.,无法估量的价值令人惊叹。,8
inevitable,adj.,不可避免的；必然的,unavoidable,The inevitable end came.,必然的结局来了。,8
inexorable,adj.,不可阻挡的；无情的,relentless,Time was inexorable.,时间无情。,8
inexpedient,adj.,不适当的；不便利的,not advisable,The inexpedient move hurt.,不适当的举动有害。,8
inexpensive,adj.,便宜的；廉价的,low cost,The inexpensive meal satisfied.,便宜的餐令人满意。,8
inexplicable,adj.,无法解释的；莫名其妙的,unexplainable,The inexplicable event puzzled.,无法解释的事件令人困惑。,8
infamous,adj.,声名狼藉的；可耻的,notoriously bad,The infamous crime shocked.,声名狼藉的罪行令人震惊。,8
infantry,n.,步兵,foot soldiers,The infantry marched.,步兵行军了。,8
infect,v.,感染；传染,to contaminate,The wound infected.,伤口感染了。,8
infer,v.,推断；猜想,to deduce,He inferred the truth.,他推断了真相。,8
inferno,n.,地狱；大火灾,a raging fire,The inferno raged.,大火灾肆虐。,8
infest,v.,滋扰；大批出没,to overrun,The rats infested.,老鼠大批出没。,8
infidel,n./adj.,异教徒；无信仰的,unbeliever,The infidel was exiled.,异教徒被流放。,8
infiltrate,v.,渗透；潜入,to pass through,They infiltrated the camp.,他们潜入了营地。,8
infinitesimal,adj.,极微小的,extremely small,The infinitesimal amount hid.,极微小的量藏起来了。,8
infirm,adj.,虚弱的；不坚固的,weak,The infirm elder rested.,虚弱的长者休息了。,8
inflame,v.,激怒；使发炎,to provoke,The remark inflamed him.,那句话激怒了他。,8
inflate,v.,使膨胀；抬高,to swell,The pump inflated it.,泵使它膨胀。,8
inflict,v.,施加；使遭受,to impose,They inflicted pain.,他们施加了痛苦。,8
influx,n.,流入；汇集,a flowing in,The influx surprised.,流入令人惊讶。,8
inform,v.,通知；告发,to tell,He informed the police.,他通知了警方。,8
infraction,n.,违犯；违法,a violation,The infraction fined him.,违犯罚了他。,8
infringe,v.,违反；侵犯,to break,They infringed the law.,他们违反了法律。,8
infuriate,v.,激怒；使大怒,to enrage,The delay infuriated her.,延误激怒了她。,8
infuse,v.,灌输；泡制,to instill,She infused courage.,她灌输了勇气。,8
ingenious,adj.,机灵的；有独创性的,clever,The ingenious device worked.,机灵的装置奏效了。,8
ingenuous,adj.,天真的；坦率的,innocent,Her ingenuous smile charmed.,她天真的微笑迷住人。,8
ingest,v.,咽下；吸收,to take in,He ingested the pill.,他咽下了药。,8
ingrate,n.,忘恩负义者,an ungrateful person,The ingrate left.,忘恩负义者离开了。,8
inherent,adj.,固有的；内在的,existing within,The risk is inherent.,风险是固有的。,8
inhibit,v.,抑制；禁止,to restrain,The drug inhibited growth.,药抑制了生长。,8
inhume,v.,埋葬；土葬,to bury,They inhumed the dead.,他们埋葬了死者。,8
inimical,adj.,敌对的；有害的,hostile,The climate was inimical.,气候是有害的。,8
inimitable,adj.,无可比拟的；独特的,matchless,His inimitable style charmed.,他独特的风格迷住人。,8
iniquitous,adj.,邪恶的；不公正的,wicked,The iniquitous law ended.,邪恶的法律结束了。,8
initial,adj./n.,最初的；首字母,first,The initial step mattered.,最初的步骤重要。,8
initiate,v./n.,开始； initiator,to begin,They initiated the plan.,他们启动了计划。,8
inject,v.,注射；注入,to force in,He injected the serum.,他注射了血清。,8
injurious,adj.,有害的；诽谤的,harming,The injurious rumor spread.,有害的谣言传开。,8
inkling,n.,暗示；模糊概念,a hint,He had an inkling.,他有个模糊概念。,8
inmate,n.,同住者；囚犯,a prisoner,The inmate served.,囚犯服刑了。,8
innate,adj.,天生的；固有的,inborn,The innate talent showed.,天生的才华显现了。,8
innocuous,adj.,无害的；无毒的,harmless,The innocuous joke passed.,无害的玩笑过去了。,8
innovate,v.,革新；创新,to introduce new,They innovated the process.,他们革新了流程。,8
innuendo,n.,暗讽；影射,an indirect hint,The innuendo hurt.,影射伤人。,8
inoculate,v.,接种；灌输,to vaccinate,They inoculated children.,他们给孩子接种。,8
inordinate,adj.,过度的；无节制的,excessive,The inordinate delay annoyed.,过度的延误惹恼了。,8
inquest,n.,审讯；调查,a judicial inquiry,The inquest revealed.,审讯揭露了。,8
inquire,v.,询问；调查,to ask,He inquired the way.,他询问了路。,8
inquisition,n.,调查；宗教法庭,a harsh inquiry,The inquisition ended.,调查结束了。,8
insalubrious,adj.,不卫生的；有害健康的,unhealthful,The insalubrious slum sickened.,不卫生的贫民窟致病。,8
insatiable,adj.,不知足的；贪求无厌的,never satisfied,His insatiable greed grew.,他贪得无厌的欲望增长。,8
inscrutable,adj.,神秘的；费解的,unreadable,His inscrutable face hid.,他神秘的表情掩盖了。,8
insensate,adj.,无感觉的；愚蠢的,insensitive,The insensate rock lay.,无感觉的石头躺着。,8
insidious,adj.,阴险的；暗中为害的,subtly harmful,The insidious plot unfolded.,阴险的阴谋展开。,8
insight,n.,洞察力；顿悟,deep understanding,Her insight amazed.,她的洞察力令人惊叹。,8
insipid,adj.,淡而无味的；乏味的,flat,The insipid soup disappointed.,淡而无味的汤令人失望。,8
insolence,n.,傲慢；无礼,impudent disrespect,His insolence shocked.,他的傲慢令人震惊。,8
insolvent,adj.,破产的；无偿付能力的,unable to pay debts,The insolvent firm closed.,破产的公司关门了。,8
insouciant,adj.,漫不经心的；无忧无虑的,carefree,Her insouciant smile relaxed.,她无忧无虑的微笑让人放松。,8
instigate,v.,煽动；激起,to provoke,He instigated the fight.,他煽动打架。,8
insubordinate,adj.,不顺从的；犯上的,disobedient,The insubordinate soldier rebelled.,不顺从的士兵反了。,8
insufferable,adj.,难以忍受的；令人厌恶的,unbearable,His insufferable pride repelled.,他难以忍受的骄傲令人反感。,8
insular,adj.,岛屿的；偏狭的,narrow-minded,The insular view limited.,偏狭的观点限制了。,8
insuperable,adj.,不可克服的；不能超越的,insurmountable,The insuperable gap barred.,不可克服的鸿沟阻挡了。,8
insurgent,adj./n.,起义的；暴动者,rebellious,The insurgent forces rose.,起义军起来了。,8
insurmountable,adj.,不可逾越的；无法克服的,impossible to overcome,The insurmountable wall blocked.,不可逾越的墙阻挡了。,8
insurrection,n.,起义；暴动,a revolt,The insurrection failed.,起义失败了。,8
intact,adj.,完整的；未受损的,whole,The vase stayed intact.,花瓶保持完整。,8
intaglio,n.,凹雕；阴文,a carved depression,The intaglio gleamed.,凹雕闪闪发光。,8
integer,n.,整数；整体,a whole number,The integer fit.,整数合适。,8
integral,adj.,构成整体所必须的；完整的,essential,The integral part mattered.,构成整体的部分重要。,8
integrate,v.,使结合；整合,to unite,They integrated the system.,他们整合了系统。,8
integrity,n.,正直；完整,honesty,His integrity was unquestioned.,他的正直无可置疑。,8
intellect,n.,智力；才智,mind,Her intellect impressed.,她的才智令人印象深刻。,8
intemperate,adj.,无节制的；过度的,lacking restraint,His intemperate rage scared.,他无节制的愤怒吓人。,8
intend,v.,打算；意指,to plan,He intended to leave.,他打算离开。,8
intense,adj.,强烈的；剧烈的,extreme,The intense heat burned.,剧烈的热燃烧。,8
intent,n./adj.,意图；专心的,purpose,He was intent on it.,他专心于它。,8
inter,v.,埋葬；葬,to bury,They interred the dead.,他们埋葬了死者。,8
intercede,v.,调解；说情,to intervene,She interceded for him.,她为他调解。,8
intercept,v.,拦截；截获,to stop,They intercepted the letter.,他们截获了信。,8
interim,n./adj.,间歇；临时的,meanwhile,The interim plan held.,临时计划维持了。,8
interject,v.,插嘴；突然插入,to interrupt,He interjected a joke.,他插了个笑话。,8
interlope,v.,干涉；闯入,to intrude,He interloped the talk.,他闯入了谈话。,8
interlude,n.,间歇；插曲,a pause,The interlude relaxed.,间歇让人放松。,8
intermediary,n.,中间人；媒介,a go-between,The intermediary negotiated.,中间人谈判了。,8
interment,n.,安葬；埋葬,burial,The interment ended.,安葬结束了。,8
interminable,adj.,漫无止境的；冗长的,endless,The interminable wait tired.,漫无止境的等待令人疲惫。,8
intermittent,adj.,间歇的；断断续续的,periodic,The intermittent rain stopped.,间歇的雨停了。,8
internecine,adj.,互相残杀的；内部的,mutually destructive,The internecine feud bled.,内部仇杀流血了。,8
interpolate,v.,插入；篡改,to insert,He interpolated a line.,他插入了一行。,8
interpose,v.,置于其间；干预,to insert between,He interposed his body.,他介入其间。,8
