term,pos,meaningZh,meaningEn,exampleEn,exampleZh,band
offer,v.,提供,to give,They offer help.,他们提供帮助。,5
office,n.,办公室,a work room,He is in the office.,他在办公室里。,5
offset,v.,抵消,to balance,The cost is offset.,成本被抵消了。,5
oil,n.,油,a greasy liquid,The oil is hot.,油很热。,5
old,adj.,老的,not young,The man is old.,那位老人年迈。,5
onion,n.,洋葱,a strong vegetable,He cut the onion.,他切了洋葱。,5
operate,v.,操作,to run,We operate the machine.,我们操作这台机器。,5
opinion,n.,意见,a view,What is your opinion?,你的意见是什么？,5
opponent,n.,对手,a rival,The opponent is strong.,对手很强。,5
opportunity,n.,机会,a good chance,Take this opportunity.,抓住这个机会。,5
oppose,v.,反对,to be against,We oppose the plan.,我们反对这个计划。,5
option,n.,选项,a choice,Pick an option.,选一个选项。,5
oral,adj.,口头的,spoken,He gave an oral report.,他做了口头报告。,5
orange,n.,橙子；橙色,a fruit or a color,She ate an orange.,她吃了一个橙子。,5
order,n.,命令；订单,a command or a request,The order is clear.,命令很明确。,5
ordinary,adj.,普通的,common,It is an ordinary day.,这是平常的一天。,5
organ,n.,器官,a body part,The heart is an organ.,心脏是一个器官。,5
organise,v.,组织,to arrange,We organise the event.,我们组织这场活动。,5
orient,v.,使适应,to adjust,He oriented himself.,他让自己适应了。,5
origin,n.,起源,the start,The origin is unclear.,起源不清楚。,5
original,adj.,原始的,first,The original plan failed.,原始计划失败了。,5
other,adj.,其他的,different,The other book is new.,另一本书是新的。,5
output,n.,产出,what is produced,The output is high.,产出很高。,5
outcome,n.,结果,the result,The outcome is good.,结果很好。,5
outdoor,adj.,户外的,outside,We did outdoor sports.,我们做了户外运动。,5
outer,adj.,外部的,outside,The outer wall is thick.,外墙很厚。,5
outline,n.,大纲,a rough plan,He drew an outline.,他画了一个大纲。,5
outset,n.,开始,the start,At the outset we agreed.,一开始我们就同意了。,5
outside,adv.,外部,out of,He waited outside.,他在外面等。,5
overall,adj.,总体的,total,The overall score is high.,总得分很高。,5
overcome,v.,克服,to defeat,We overcame the fear.,我们克服了恐惧。,5
overseas,adv.,海外的,abroad,He works overseas.,他在海外工作。,5
owe,v.,欠,to need to pay,He owes me money.,他欠我钱。,5
own,adj.,拥有,to have,This is my own room.,这是我自己的房间。,5
owner,n.,所有者,a holder,The owner is away.,所有者外出了。,5
pack,v.,打包,to box up,We pack the bags.,我们打包行李。,5
page,n.,页,a sheet,Read page one.,读第一页。,5
pain,n.,疼痛,ache,He felt a pain.,他感到疼痛。,5
paint,v.,绘画,to make art,She paints a flower.,她画了一朵花。,5
pair,n.,一对,two of a kind,He bought a pair.,他买了一对。,5
palace,n.,宫殿,a royal home,The palace is grand.,宫殿很宏伟。,5
pale,adj.,苍白的,light colored,She looks pale.,她看起来苍白。,5
pan,n.,平底锅,a cooking tool,The pan is hot.,平底锅很热。,5
paper,n.,纸,a thin sheet,Write on the paper.,在纸上写。,5
parent,n.,父母,a mother or father,My parent is kind.,我的父母很友善。,5
park,n.,公园,a green space,We walked in the park.,我们在公园散步。,5
part,n.,部分,a piece,This is part of it.,这是它的一部分。,5
participate,v.,参与,to join,We participate in the game.,我们参与了游戏。,5
particular,adj.,特定的,specific,That is a particular case.,那是个特定情况。,5
partner,n.,伙伴,a teammate,He is my partner.,他是我的伙伴。,5
party,n.,聚会；政党,a social event or a group,The party was fun.,聚会很有趣。,5
pass,v.,通过,to go through,He passed the test.,他通过了测试。,5
past,adj.,过去的,gone by,The past year was hard.,过去的一年很难。,5
patch,n.,补丁,a small fix,He sewed a patch.,他缝了一块补丁。,5
path,n.,路径,a way,The path is narrow.,小路很窄。,5
patient,adj.,耐心的；病人,calm or a sick person,She is a patient nurse.,她是个耐心的护士。,5
pattern,n.,模式,a design,The pattern is clear.,模式很清楚。,5
pause,v.,暂停,to stop briefly,He paused the video.,他暂停了视频。,5
pay,v.,支付,to give money,Please pay the bill.,请支付账单。,5
peace,n.,和平,no war,We want peace.,我们想要和平。,5
peak,n.,顶峰,the top,The peak is high.,顶峰很高。,5
pen,n.,钢笔,a writing tool,He lost his pen.,他丢了他的钢笔。,5
penalty,n.,惩罚,a punishment,The penalty is strict.,惩罚很严厉。,5
penny,n.,便士,a small coin,It costs a penny.,它值一便士。,5
people,n.,人们,persons,The people are happy.,人们很开心。,5
perceive,v.,感知,to sense,He perceived the change.,他感知到了变化。,5
perfect,adj.,完美的,flawless,The plan is perfect.,计划很完美。,5
perform,v.,执行,to do,We perform the task.,我们执行任务。,5
perhaps,adv.,也许,maybe,Perhaps it will rain.,也许会下雨。,5
period,n.,时期,a span,The period was long.,那段时期很长。,5
permit,v.,允许,to allow,We permit the visit.,我们允许这次访问。,5
person,n.,人,a human,The person smiled.,那个人笑了。,5
personal,adj.,个人的,private,This is my personal view.,这是我的个人看法。,5
persuade,v.,说服,to convince,He persuaded his friend.,他说服了朋友。,5
pet,n.,宠物,a tame animal,The pet is cute.,宠物很可爱。,5
phase,n.,阶段,a stage,We entered a new phase.,我们进入了一个新阶段。,5
phenomenon,n.,现象,a fact observed,This phenomenon is odd.,这个现象很奇怪。,5
philosophy,n.,哲学,the study of truth,He loves philosophy.,他热爱哲学。,5
phone,n.,电话,a device,Call me on the phone.,用电话打给我。,5
photo,n.,照片,a picture,She took a photo.,她拍了一张照片。,5
phrase,n.,短语,a group of words,Learn this phrase.,学这个短语。,5
physical,adj.,身体的,of the body,He needs physical rest.,他需要身体休息。,5
pick,v.,挑选,to choose,Please pick one.,请挑一个。,5
picture,n.,图片,an image,The picture is nice.,图片很好看。,5
piece,n.,片,a part,He ate a piece.,他吃了一片。,5
pile,n.,堆,a stack,The pile is high.,那堆很高。,5
pilot,n.,飞行员,a flyer,The pilot is skilled.,飞行员很有经验。,5
pink,adj.,粉色,a light red color,She wore a pink dress.,她穿了一条粉色裙子。,5
pioneer,n.,先驱,a forerunner,He is a pioneer.,他是个先驱。,5
pipe,n.,管道,a tube,The pipe is long.,管道很长。,5
pity,n.,遗憾,regret,What a pity!,真遗憾！,5
place,n.,地方,a location,This is a nice place.,这是个好地方。,5
plain,adj.,朴素的,simple,The dress is plain.,裙子很朴素。,5
plan,n.,计划,a scheme,We made a plan.,我们制定了一个计划。,5
plane,n.,飞机,an aircraft,The plane is late.,飞机晚点了。,5
planet,n.,行星,a world,The planet is far.,行星很远。,5
plant,n.,植物；工厂,a living thing or a factory,The plant is green.,植物是绿色的。,5
plastic,n.,塑料,a man-made material,The cup is plastic.,杯子是塑料的。,5
plate,n.,盘子,a dish,The plate is clean.,盘子很干净。,5
play,v.,玩,to have fun,The kids play outside.,孩子们在外面玩。,5
please,int.,请,used to be polite,Please sit down.,请坐下。,5
plenty,n.,大量,a lot,We have plenty of time.,我们有大量时间。,5
plot,n.,情节,the story line,The plot is simple.,情节很简单。,5
plug,n.,插头,a connector,The plug is loose.,插头松了。,5
plural,adj.,复数,more than one,Use the plural form.,用复数形式。,5
plus,prep.,加,added to,Two plus two is four.,二加二等于四。,5
pocket,n.,口袋,a small bag,He put it in his pocket.,他把它放进口袋。,5
poem,n.,诗,a verse,She wrote a poem.,她写了一首诗。,5
poet,n.,诗人,a verse writer,The poet is famous.,诗人很有名。,5
point,n.,点；指出,a dot or to show,Make a point.,提出一个要点。,5
poison,n.,毒药,a harmful substance,The poison is deadly.,毒药致命。,5
pole,n.,杆；极,a stick or an end,The pole is long.,杆子很长。,5
police,n.,警察,law officers,The police arrived.,警察到了。,5
polish,v.,抛光,to shine,He polished the shoe.,他擦亮了鞋。,5
political,adj.,政治的,of government,The issue is political.,这个问题是政治性的。,5
poll,n.,投票,a survey,The poll closed.,投票结束了。,5
pollute,v.,污染,to dirty,Factories pollute the river.,工厂污染了河流。,5
pool,n.,池塘,a small lake,The pool is blue.,池塘是蓝色的。,5
poor,adj.,贫穷的,not rich,The family is poor.,这家人很穷。,5
popular,adj.,流行的,liked by many,The song is popular.,这首歌很流行。,5
population,n.,人口,the people count,The population grew.,人口增长。,5
port,n.,港口,a harbor,The ship left the port.,船离开了港口。,5
pose,v.,造成；摆姿势,to cause or to pose,The act may pose a risk.,该行为可能造成风险。,5
position,n.,位置,a place,The position is clear.,位置很清楚。,5
positive,adj.,积极的,good,He has a positive mood.,他情绪积极。,5
possess,v.,拥有,to own,He possesses a car.,他拥有一辆车。,5
possible,adj.,可能的,can happen,It is possible to win.,赢是有可能的。,5
post,v.,邮寄；岗位,to mail or a job,She will post the letter.,她会寄出这封信。,5
pot,n.,锅,a container,The pot is full.,锅满了。,5
potato,n.,土豆,a starchy root,He ate a potato.,他吃了一个土豆。,5
potential,adj.,潜在的,possible,He has potential skill.,他有潜在的技能。,5
pour,v.,倾倒,to flow,Please pour the water.,请倒水。,5
poverty,n.,贫困,being poor,Poverty is a problem.,贫困是个问题。,5
power,n.,权力,control,He has the power.,他拥有权力。,5
practice,n.,练习,repeated training,We need more practice.,我们需要更多练习。,5
praise,v.,赞扬,to commend,They praised the child.,他们赞扬了孩子。,5
pray,v.,祈祷,to hope to god,We pray for peace.,我们祈祷和平。,5
prefer,v.,更喜欢,to like more,He prefers tea.,他更喜欢茶。,5
prepare,v.,准备,to get ready,We prepare the meal.,我们准备饭菜。,5
present,v./n.,呈现；礼物,to show or a gift,He gave a present.,他送了一份礼物。,5
preserve,v.,保护,to keep safe,We preserve the forest.,我们保护森林。,5
press,v.,压；新闻,to push or news,Press the button.,按下按钮。,5
pressure,n.,压力,force,The pressure is high.,压力很大。,5
pretend,v.,假装,to fake,He pretends to sleep.,他假装睡觉。,5
pretty,adj.,漂亮的,nice looking,She is pretty.,她很漂亮。,5
prevent,v.,防止,to stop,We prevent the loss.,我们防止损失。,5
previous,adj.,先前的,before,The previous plan failed.,先前的计划失败了。,5
price,n.,价格,the cost,The price is low.,价格很低。,5
pride,n.,骄傲,self respect,He felt pride.,他感到骄傲。,5
primary,adj.,主要的,first,The primary goal is clear.,主要目标明确。,5
prime,adj.,首要的,top,This is the prime task.,这是首要任务。,5
prince,n.,王子,a royal son,The prince smiled.,王子笑了。,5
prison,n.,监狱,a jail,He was sent to prison.,他被送进监狱。,5
private,adj.,私人的,not public,This is a private matter.,这是私事。,5
prize,n.,奖品,an award,He won a prize.,他赢得奖品。,5
probable,adj.,可能的,likely,Rain is probable.,很可能会下雨。,5
problem,n.,问题,a trouble,We found a problem.,我们发现了问题。,5
procedure,n.,程序,a method,Follow the procedure.,遵循程序。,5
proceed,v.,继续进行,to go on,We proceed with care.,我们谨慎继续。,5
process,n.,过程,a series of steps,The process is slow.,过程很慢。,5
produce,v.,生产,to make,The farm produces milk.,农场生产牛奶。,5
product,n.,产品,a made item,The product is new.,产品是新的。,5
profit,n.,利润,money gained,The profit is high.,利润很高。,5
program,n.,项目；程序,a plan or code,The program is useful.,这个项目很有用。,5
progress,n.,进步,improvement,We made progress.,我们取得了进步。,5
project,n.,项目,a task,The project is big.,项目很大。,5
promise,n.,承诺,a vow,He kept his promise.,他遵守了承诺。,5
promote,v.,促进,to advance,We promote the cause.,我们促进这项事业。,5
proof,n.,证明,evidence,We need proof.,我们需要证据。,5
proper,adj.,适当的,right,Use the proper tool.,用适当的工具。,5
property,n.,财产,a possession,The property is his.,财产是他的。,5
propose,v.,提议,to suggest,He proposed a plan.,他提出了一个计划。,5
protect,v.,保护,to guard,We protect the child.,我们保护孩子。,5
protest,v.,抗议,to object,They protest the law.,他们抗议这项法律。,5
proud,adj.,骄傲的,pleased,He is proud of her.,他为她骄傲。,5
prove,v.,证明,to show true,We prove the point.,我们证明了这一点。,5
provide,v.,提供,to supply,They provide food.,他们提供食物。,5
publish,v.,出版,to print,We publish the book.,我们出版了这本书。,5
pull,v.,拉,to drag,Please pull the rope.,请拉绳子。,5
purpose,n.,目的,a goal,The purpose is clear.,目的明确。,5
pursue,v.,追求,to chase,He pursues his dream.,他追求梦想。,5
push,v.,推,to shove,Please push the door.,请推门。,5
qualify,v.,使合格,to certify,He qualified as a doctor.,他取得了医生资格。,5
quality,n.,质量,how good,The quality is high.,质量很高。,5
quantity,n.,数量,how much,The quantity is small.,数量很少。,5
quarter,n.,四分之一,one of four,He ate a quarter.,他吃了四分之一。,5
queen,n.,女王,a female ruler,The queen waved.,女王挥手。,5
question,n.,问题,an inquiry,Ask a question.,问一个问题。,5
quick,adj.,快速的,fast,He is quick.,他很快。,5
quiet,adj.,安静的,silent,The room is quiet.,房间很安静。,5
quit,v.,退出,to leave,He quit the job.,他退出了工作。,5
quite,adv.,相当,rather,It is quite cold.,天气相当冷。,5
quote,v.,引用,to cite,He quoted the line.,他引用了那句话。,5
race,n.,种族；赛跑,a people or a run,The race was close.,比赛很激烈。,5
radio,n.,收音机,a device,The radio is on.,收音机开着。,5
rail,n.,栏杆,a bar,He held the rail.,他扶着栏杆。,5
rain,n.,雨,water from sky,The rain stopped.,雨停了。,5
raise,v.,提高,to lift,Please raise your hand.,请举起手。,5
random,adj.,随机的,by chance,He made a random choice.,他随机选了一个。,5
range,n.,范围,a span,The range is wide.,范围很广。,5
rank,n.,等级,a level,He rose in rank.,他提升了等级。,5
rapid,adj.,快速的,very fast,The change is rapid.,变化很快。,5
rare,adj.,稀有的,uncommon,This stone is rare.,这块石头很稀有。,5
rate,n.,比率,a ratio,The rate is low.,比率很低。,5
rather,adv.,相当,more willingly,He would rather stay.,他宁愿留下。,5
raw,adj.,生的,uncooked,The meat is raw.,肉是生的。,5
reach,v.,到达,to arrive,We reach the top.,我们到达了顶部。,5
react,v.,反应,to respond,He reacted fast.,他反应很快。,5
ready,adj.,准备好的,set,We are ready.,我们准备好了。,5
real,adj.,真实的,true,This is a real story.,这是真实的故事。,5
realize,v.,意识到,to understand,He realized the truth.,他意识到了真相。,5
reason,n.,原因,a cause,The reason is clear.,原因很清楚。,5
receive,v.,接收,to get,We received a letter.,我们收到一封信。,5
recent,adj.,最近的,not long ago,The recent news is good.,最近的消息很好。,5
recognize,v.,认出,to know again,She recognized him.,她认出了他。,5
recommend,v.,推荐,to suggest,We recommend this book.,我们推荐这本书。,5
record,v.,记录,to note,He recorded the song.,他记录了这首歌。,5
reduce,v.,减少,to cut,We reduce the cost.,我们减少了成本。,5
reflect,v.,反映,to show back,The mirror reflects light.,镜子反射光。,5
reform,v.,改革,to improve,We reform the system.,我们改革制度。,5
refuse,v.,拒绝,to say no,He refused the offer.,他拒绝了提议。,5
regard,v.,认为,to view,We regard him as a friend.,我们把他当朋友。,5
region,n.,地区,an area,The region is dry.,这个地区很干燥。,5
register,v.,登记,to sign up,Please register first.,请先登记。,5
regret,v.,后悔,to feel sorry,He regretted his words.,他后悔说了那些话。,5
regular,adj.,规律的,steady,He has regular habits.,他有规律的作息。,5
reject,v.,拒绝,to dismiss,They rejected the plan.,他们拒绝了计划。,5
relate,v.,关联,to connect,We relate the facts.,我们关联这些事实。,5
release,v.,释放,to free,They released the bird.,他们释放了鸟。,5
relevant,adj.,相关的,related,This point is relevant.,这点相关。,5
relief,n.,缓解,ease,He felt relief.,他感到缓解。,5
religion,n.,宗教,faith,He studies religion.,他研究宗教。,5
rely,v.,依赖,to depend,We rely on you.,我们依赖你。,5
remain,v.,保持,to stay,He remained calm.,他保持冷静。,5
remark,v.,评论,to comment,She remarked on it.,她对此评论。,5
remember,v.,记得,to recall,I remember the day.,我记得那天。,5
remind,v.,提醒,to prompt,Please remind me.,请提醒我。,5
remote,adj.,遥远的,far,The island is remote.,岛屿很遥远。,5
remove,v.,移除,to take away,Please remove the tag.,请移除标签。,5
rent,n.,租金,money for use,The rent is high.,租金很高。,5
repair,v.,修理,to fix,He repaired the bike.,他修理了自行车。,5
repeat,v.,重复,to say again,Please repeat it.,请重复一遍。,5
replace,v.,替换,to swap,We replace the part.,我们替换了部件。,5
reply,v.,回复,to answer,She replied at once.,她立刻回复了。,5
report,v.,报告,to tell,He reported the news.,他报告了消息。,5
represent,v.,代表,to stand for,He represents the team.,他代表团队。,5
republic,n.,共和国,a state,The republic is young.,这个共和国很年轻。,5
rescue,v.,救援,to save,They rescued the cat.,他们救援了猫。,5
research,n.,研究,study,We do research.,我们做研究。,5
resolve,v.,解决,to settle,We resolve the issue.,我们解决了问题。,5
resource,n.,资源,a supply,The resource is limited.,资源有限。,5
respect,v.,尊重,to honor,We respect the elder.,我们尊重长辈。,5
respond,v.,回应,to reply,He responded quickly.,他很快回应。,5
restore,v.,恢复,to bring back,We restore the file.,我们恢复了文件。,5
restrict,v.,限制,to limit,We restrict the access.,我们限制了访问。,5
result,n.,结果,an outcome,The result is clear.,结果很清楚。,5
retain,v.,保留,to keep,We retain the right.,我们保留权利。,5
retire,v.,退休,to stop work,He retired last year.,他去年退休了。,5
return,v.,返回,to come back,He returned home.,他回到了家。,5
reveal,v.,揭示,to show,The test reveals the truth.,测试揭示了真相。,5
reverse,v.,反转,to flip,He reversed the car.,他倒车了。,5
review,v.,复习,to study again,We review the lesson.,我们复习了功课。,5
revise,v.,修订,to edit,We revise the draft.,我们修订了草稿。,5
reward,n.,奖励,a prize,He got a reward.,他得到了奖励。,5
rhythm,n.,节奏,a beat,The rhythm is steady.,节奏稳定。,5
ride,v.,骑,to sit on,He rides a bike.,他骑自行车。,5
right,adj.,正确的；权利,correct or a claim,That is the right way.,那是正确的方法。,5
ring,n.,戒指；铃,a band or a bell,She wore a ring.,她戴着戒指。,5
rise,v.,上升,to go up,The sun rises.,太阳升起了。,5
risk,n.,风险,a danger,The risk is real.,风险是真实的。,5
ritual,n.,仪式,a rite,The ritual is old.,仪式很古老。,5
river,n.,河流,a stream,The river is wide.,河流很宽。,5
road,n.,道路,a way,The road is long.,道路很长。,5
rob,v.,抢劫,to steal,They robbed the bank.,他们抢劫了银行。,5
rock,n.,岩石,a stone,The rock is heavy.,岩石很重。,5
role,n.,角色,a part,He played a role.,他扮演了角色。,5
roll,v.,滚动,to turn over,The ball rolls.,球滚动了。,5
roof,n.,屋顶,the top cover,The roof is new.,屋顶是新的。,5
room,n.,房间,a space,The room is bright.,房间很明亮。,5
root,n.,根,the base,The root is deep.,根很深。,5
rope,n.,绳子,a cord,The rope is strong.,绳子很结实。,5
rose,n.,玫瑰,a flower,She gave a rose.,她送了一朵玫瑰。,5
rough,adj.,粗糙的,not smooth,The surface is rough.,表面很粗糙。,5
round,adj.,圆的,circular,The table is round.,桌子是圆的。,5
route,n.,路线,a path,This is the route.,这是路线。,5
routine,n.,常规,a habit,He has a routine.,他有固定常规。,5
row,n.,排,a line,They sat in a row.,他们坐成一排。,5
royal,adj.,皇家的,of the king,The royal palace is grand.,皇家宫殿很宏伟。,5
rub,v.,摩擦,to wipe,He rubbed his eyes.,他揉了揉眼睛。,5
rule,n.,规则,a law,Follow the rule.,遵守规则。,5
run,v.,跑,to sprint,He runs fast.,他跑得快。,5
rural,adj.,农村的,of the country,The rural area is quiet.,农村地区很安静。,5
rush,v.,冲,to hurry,He rushed out.,他冲了出去。,5
sacred,adj.,神圣的,holy,The site is sacred.,这地点很神圣。,5
sad,adj.,悲伤的,unhappy,She feels sad.,她感到悲伤。,5
safe,adj.,安全的,not dangerous,The place is safe.,这个地方很安全。,5
sail,v.,航行,to boat,The ship sails at dawn.,船在黎明起航。,5
salad,n.,沙拉,a cold dish,He ate a salad.,他吃了一份沙拉。,5
salary,n.,薪水,pay,The salary is fair.,薪水公平。,5
sale,n.,销售,a sell,The sale ended.,促销结束了。,5
salt,n.,盐,a seasoning,The soup needs salt.,汤需要盐。,5
same,adj.,相同的,alike,We wore the same shirt.,我们穿了相同的衬衫。,5
sample,n.,样本,a small part,This is a sample.,这是一个样本。,5
sand,n.,沙,small grains,The sand is warm.,沙很暖。,5
satellite,n.,卫星,a moon-made object,The satellite orbits earth.,卫星绕地球运行。,5
satisfy,v.,满足,to please,The result satisfies us.,结果令我们满意。,5
save,v.,拯救,to rescue,We save the child.,我们救了孩子。,5
scale,n.,规模,a size,The scale is huge.,规模很大。,5
scan,v.,扫描,to read fast,He scanned the page.,他快速扫视了页面。,5
scarce,adj.,稀缺的,rare,Water is scarce here.,这里水很稀缺。,5
scare,v.,惊吓,to frighten,The noise scared him.,噪音吓到了他。,5
scene,n.,场景,a view,The scene is calm.,场景很平静。,5
scheme,n.,计划,a plot,They made a scheme.,他们制定了一个计划。,5
school,n.,学校,a place to learn,The school is near.,学校很近。,5
science,n.,科学,knowledge,He loves science.,他热爱科学。,5
scope,n.,范围,a range,The scope is broad.,范围很广。,5
score,n.,分数,a result,He got a high score.,他得了高分。,5
screen,n.,屏幕,a display,The screen is bright.,屏幕很亮。,5
sea,n.,海,the ocean,The sea is blue.,海是蓝色的。,5
search,v.,搜索,to look,We search the web.,我们搜索网络。,5
season,n.,季节,a time of year,Spring is my season.,春天是我的季节。,5
seat,n.,座位,a place to sit,Take a seat.,坐下吧。,5
second,adj.,第二,next after first,He came in second.,他得了第二。,5
secret,n.,秘密,a hidden fact,Keep it a secret.,保守秘密。,5
section,n.,部分,a part,Read this section.,读这一部分。,5
secure,adj.,安全的,safe,The door is secure.,门很安全。,5
see,v.,看见,to view,I see a bird.,我看见一只鸟。,5
seed,n.,种子,a plant start,He planted a seed.,他种下了一颗种子。,5
seek,v.,寻求,to look for,We seek the truth.,我们寻求真相。,5
seem,v.,似乎,to appear,He seems happy.,他似乎很开心。,5
select,v.,选择,to pick,Please select one.,请选一个。,5
sell,v.,卖,to trade,We sell books.,我们卖书。,5
send,v.,发送,to dispatch,She sent a card.,她寄了一张卡片。,5
senior,adj.,高级的,of higher rank,He is a senior staff.,他是高级职员。,5
sense,n.,感觉,a feel,He has a good sense.,他感觉很好。,5
sentence,n.,句子,a phrase,Write a sentence.,写一个句子。,5
separate,adj.,分开的,apart,They live in separate rooms.,他们住在分开的房间。,5
series,n.,系列,a set,This is a series.,这是一个系列。,5
serious,adj.,严肃的,grave,He is a serious man.,他是个严肃的人。,5
serve,v.,服务,to help,We serve the guests.,我们服务客人。,5
set,v.,设置,to place,Please set the table.,请摆好桌子。,5
settle,v.,解决,to resolve,We settle the bill.,我们结清了账单。,5
several,adj.,几个,more than two,We met several times.,我们见过几次。,5
severe,adj.,严重的,very bad,The storm is severe.,风暴很严重。,5
sex,n.,性别,male or female,The form asks for sex.,表格询问性别。,5
shadow,n.,阴影,a dark shape,The tree casts a shadow.,树投下阴影。,5
shake,v.,摇动,to move fast,He shook the bottle.,他摇了摇瓶子。,5
shall,aux.,将,will,We shall see.,我们将会看到。,5
shame,n.,羞耻,bad feeling,He felt shame.,他感到羞耻。,5
shape,n.,形状,a form,The shape is round.,形状是圆的。,5
share,v.,分享,to divide,We share the food.,我们分享食物。,5
sharp,adj.,锋利的,cutting,The knife is sharp.,刀很锋利。,5
sheep,n.,羊,a wool animal,The sheep is white.,羊是白色的。,5
sheet,n.,床单,a cloth,The sheet is clean.,床单很干净。,5
shelf,n.,架子,a board,The book is on the shelf.,书在架子上。,5
shell,n.,壳,a hard cover,The shell is hard.,壳很硬。,5
shift,v.,转移,to move,We shift the load.,我们转移了负载。,5
shine,v.,发光,to give light,The sun shines.,太阳发光。,5
ship,n.,船,a large boat,The ship is big.,船很大。,5
shock,n.,震惊,a surprise,The news was a shock.,消息令人震惊。,5
shoot,v.,射击,to fire,He shot the target.,他射击了目标。,5
shop,n.,商店,a store,The shop is open.,商店开门了。,5
short,adj.,短的,not long,The rope is short.,绳子很短。,5
should,aux.,应该,ought to,You should rest.,你应该休息。,5
shoulder,n.,肩膀,the body joint,His shoulder hurts.,他的肩膀疼。,5
shout,v.,喊叫,to cry out,He shouted for help.,他大声呼救。,5
show,v.,展示,to display,She showed the photo.,她展示了照片。,5
shrink,v.,收缩,to get smaller,The cloth shrinks.,布会收缩。,5
shut,v.,关闭,to close,Please shut the door.,请关上门。,5
sick,adj.,生病的,ill,The child is sick.,孩子生病了。,5
side,n.,边,a surface,The side is rough.,那一边很粗糙。,5
sign,n.,标志；签名,a mark or a name,The sign is clear.,标志很清楚。,5
signal,n.,信号,a message,The signal is weak.,信号很弱。,5
significant,adj.,重要的,meaningful,This is a significant day.,这是重要的一天。,5
silence,n.,沉默,no sound,The silence is deep.,沉默很深。,5
similar,adj.,相似的,alike,The two are similar.,这两样很相似。,5
simple,adj.,简单的,easy,The rule is simple.,规则很简单。,5
since,conj.,自从,from then,We left since dawn.,我们从黎明就离开了。,5
sing,v.,唱,to make music,She sings a song.,她唱了一首歌。,5
single,adj.,单一的,one only,He is a single man.,他是单身。,5
sink,v.,下沉,to go down,The ship sinks.,船下沉了。,5
sister,n.,姐妹,a female sibling,My sister is kind.,我的姐妹很友善。,5
site,n.,地点,a place,The site is safe.,地点很安全。,5
situation,n.,情况,a condition,The situation is calm.,情况很平静。,5
size,n.,尺寸,how big,What is the size?,尺寸是多少？,5
skill,n.,技能,ability,He has a skill.,他有一项技能。,5
skin,n.,皮肤,the body cover,Her skin is soft.,她的皮肤很柔软。,5
skip,v.,跳过,to jump over,He skipped the step.,他跳过了那一步。,5
slave,n.,奴隶,a captive,The slave worked hard.,奴隶辛勤劳作。,5
sleep,v.,睡觉,to rest,The baby sleeps.,宝宝睡着了。,5
slice,n.,片,a thin piece,He ate a slice.,他吃了一片。,5
slide,v.,滑动,to glide,The book slid off.,书滑落了。,5
slight,adj.,轻微的,small,There is a slight error.,有一个轻微的误差。,5
slope,n.,斜坡,a hill,The slope is steep.,斜坡很陡。,5
slow,adj.,慢的,not fast,The train is slow.,火车很慢。,5
small,adj.,小的,little,The box is small.,盒子很小。,5
smart,adj.,聪明的,clever,He is smart.,他很聪明。,5
smell,n.,气味,a scent,The smell is sweet.,气味很香。,5
smile,v.,微笑,to grin,She smiled at me.,她对我微笑。,5
smoke,n.,烟,dirty air,The smoke rose.,烟升起了。,5
smooth,adj.,光滑的,even,The surface is smooth.,表面很光滑。,5
snake,n.,蛇,a long animal,The snake slithered.,蛇滑行了。,5
snow,n.,雪,white ice,The snow is deep.,雪很深。,5
soak,v.,浸泡,to wet,He soaked the cloth.,他浸泡了布。,5
social,adj.,社会的,of society,He is a social person.,他是个社交型的人。,5
society,n.,社会,a community,The society is fair.,社会很公平。,5
soft,adj.,柔软的,not hard,The pillow is soft.,枕头很柔软。,5
soil,n.,土壤,earth,The soil is rich.,土壤很肥沃。,5
soldier,n.,士兵,a fighter,The soldier stood.,士兵站着。,5
solid,adj.,固体的,hard,The ice is solid.,冰是固态的。,5
solve,v.,解决,to fix,We solve the problem.,我们解决了问题。,5
some,adj.,一些,a few,We need some water.,我们需要一些水。,5
son,n.,儿子,a male child,Her son is young.,她的儿子还小。,5
song,n.,歌曲,a tune,The song is nice.,歌曲很好听。,5
soon,adv.,很快,before long,He will come soon.,他很快会来。,5
sort,n.,种类,a type,This is a new sort.,这是一种新种类。,5
soul,n.,灵魂,the spirit,His soul is calm.,他的灵魂平静。,5
sound,n.,声音,noise,The sound is loud.,声音很大。,5
source,n.,来源,a start,The source is clear.,来源很清楚。,5
south,n.,南方,the warm direction,The wind is from the south.,风从南方来。,5
space,n.,空间,empty area,The space is large.,空间很大。,5
spare,adj.,备用的,extra,We have a spare key.,我们有一把备用钥匙。,5
speak,v.,说,to talk,He speaks English.,他说英语。,5
special,adj.,特别的,unusual,This is a special day.,这是特别的一天。,5
species,n.,物种,a life kind,This species is rare.,这个物种很稀有。,5
specific,adj.,具体的,exact,Give a specific answer.,给一个具体的回答。,5
speech,n.,演讲,a talk,The speech was short.,演讲很短。,5
speed,n.,速度,how fast,The speed is high.,速度很快。,5
spend,v.,花费,to use up,We spend the money.,我们花了钱。,5
spice,n.,香料,a flavor,The spice is strong.,香料很浓。,5
spill,v.,溢出,to pour out,He spilled the milk.,他洒了牛奶。,5
spirit,n.,精神,the mind,Her spirit is high.,她精神饱满。,5
split,v.,分裂,to break apart,The wood split.,木头裂开了。,5
